TRANSCATION_ID,ACCOUNT_ID,TRANSCATION_DATE,TRANSCATION_MEDIA,TRANSCATION_TYPE,TRANSCATION_AMOUNT
T00494,A00795,2014-07-19,,Withdrawal,95682
T00495,A00608,2017-05-14,Cash,Withdrawal,null
T00496,A00062,2013-12-14,Check,Transfer,30969
T00497,A00620,2015-04-10,,Deposit,91350
T00498,A00512,2015-12-13,Cash,Transfer,null
T00499,A00686,2019-03-03,Credit_Card,Transfer,23751
T00500,A00018,2016-08-13,Debit_Card,Purchase,92689
T00501,A00857,2014-03-26,Check,Purchase,87541
T00502,A00973,2020-08-23,Cash,Deposit,36346
T00503,,2020-08-08,Cash,Deposit,67703
T00504,A00310,2023-07-03,Credit_Card,Transfer,59144
T00505,A00172,2015-03-16,Cash,Purchase,22667
T00506,A00076,2017-11-08,Debit_Card,Withdrawal,72802
T00507,A00443,2014-05-26,,Purchase,28148
,A00856,2017-12-31,Cash,Transfer,58633
T00509,A00541,2018-03-01,Debit_Card,,59466
T00510,A00786,2014-08-29,Debit_Card,Deposit,10267
,,2020-03-22,Credit_Card,Transfer,26053
T00512,A00757,2021-07-25,Cash,Withdrawal,58170
,A00963,null,Cash,Withdrawal,18448
T00514,A00779,2017-06-10,Cash,Transfer,1812
T00515,A00677,2021-05-07,Check,Purchase,12867
T00516,A00393,2016-08-04,Check,Deposit,22773
T00517,A00711,2017-10-01,Credit_Card,Withdrawal,39784
T00518,,null,Credit_Card,Transfer,16997
T00519,A00428,2023-07-05,Check,Withdrawal,75192
T00520,A00473,2015-03-19,Credit_Card,,27744
T00521,A00162,null,Debit_Card,Transfer,71036
T00522,A00690,2020-12-03,Cash,Transfer,null
T00523,A00770,2019-11-18,Cash,Purchase,83207
T00524,A00780,2014-01-15,Debit_Card,Deposit,57808
T00525,A00898,2015-09-12,Check,Withdrawal,71290
T00526,A00616,2014-10-17,Debit_Card,Deposit,86257
T00527,A00106,2020-10-13,Debit_Card,Purchase,83208
T00528,A00509,2021-09-01,Check,Transfer,89276
T00529,A00204,2020-09-26,Check,Transfer,57085
T00530,A00287,2016-12-07,Credit_Card,Transfer,19148
,A00503,2021-01-29,Debit_Card,Deposit,37704
T00532,A00321,null,Cash,Deposit,26815
T00533,A00198,2019-11-26,Debit_Card,Withdrawal,46266
T00534,A00345,2017-05-13,Debit_Card,Withdrawal,9679
T00535,A00199,2022-08-24,Check,Transfer,70659
T00536,,2014-03-26,Check,Purchase,60943
T00537,A00393,2018-12-21,Debit_Card,Purchase,9508
T00538,A00353,null,Debit_Card,Purchase,62399
T00539,A00971,null,Cash,Purchase,13198
,A00217,2021-12-20,Credit_Card,Withdrawal,null
T00541,,2016-03-07,Cash,Transfer,94132
T00542,A00959,2014-11-28,Cash,Deposit,59217
T00543,A00548,2014-04-02,Credit_Card,Purchase,null
T00544,A00523,2023-02-18,Cash,Purchase,97854
T00545,A00582,2017-12-31,Debit_Card,Deposit,47029
T00546,A00539,2015-04-05,Cash,Withdrawal,89980
T00547,A00585,2015-05-20,Credit_Card,Transfer,99855
T00548,A00655,null,Check,Deposit,72766
T00549,,2016-05-10,,Transfer,94414
T00550,A00950,2014-07-09,Check,Deposit,25625
,A00365,2014-11-16,Debit_Card,Transfer,48049
T00552,A00381,2016-10-08,Credit_Card,Withdrawal,72463
,A00213,2018-08-22,Debit_Card,Purchase,25125
T00554,A00240,2020-04-08,,Transfer,91883
T00555,A00081,2017-06-26,Debit_Card,Purchase,null
,A00382,2020-08-31,Credit_Card,Purchase,34120
T00557,A00810,2021-11-16,Check,Purchase,86324
T00558,A00062,2013-11-25,Credit_Card,Deposit,87750
T00559,,2020-05-18,Check,Purchase,87742
T00560,A00897,null,Cash,Purchase,41557
T00561,A00052,2018-02-12,Check,Withdrawal,91328
T00562,A00530,2015-02-26,Check,Deposit,58995
T00563,A00717,2018-05-19,Credit_Card,Purchase,67653
T00564,A00915,2020-03-27,Debit_Card,Withdrawal,null
T00565,A00884,null,Credit_Card,Transfer,73222
,A00844,2020-03-31,Check,Purchase,24111
T00567,A00587,2022-06-01,Cash,Purchase,23170
T00568,A00260,2014-10-10,Credit_Card,Deposit,93823
T00569,A00250,2017-06-05,Cash,,29733
T00570,A00041,2019-04-06,Cash,Purchase,92396
T00571,A00604,2021-06-02,Check,Deposit,34778
T00572,A00939,2018-07-03,Debit_Card,,41576
T00573,A00065,2022-01-12,Debit_Card,Transfer,92895
T00574,A00224,2014-04-27,Debit_Card,Transfer,53593
T00575,A00438,2019-01-10,Cash,Purchase,24676
T00576,A00064,2019-11-10,Credit_Card,Withdrawal,15301
T00577,A00925,2015-03-08,Cash,Withdrawal,99480
T00578,A00734,2021-07-30,Check,Purchase,15394
T00579,,null,Debit_Card,Purchase,4396
T00580,A00868,2019-02-04,,Transfer,22755
T00581,A00114,2015-11-13,Cash,Purchase,57264
T00582,A00278,2017-03-15,Credit_Card,Transfer,68306
T00583,A00447,2021-05-05,Check,Purchase,6632
,A00352,2017-12-21,Credit_Card,,44855
T00585,A00188,2016-07-31,Cash,Purchase,14541
T00586,A00856,2019-06-01,Debit_Card,Deposit,42831
T00587,A00546,2020-12-13,Cash,Transfer,25910
T00588,A00597,2014-08-16,Cash,Deposit,64749
T00589,A00611,2020-08-19,Debit_Card,,24616
T00590,A00276,2019-10-24,Debit_Card,,96429
,A00483,2016-07-29,Debit_Card,Purchase,30686
T00592,A00755,null,Debit_Card,Purchase,null
T00593,A00482,2020-07-18,Check,Transfer,27895
T00594,A00372,2018-08-02,Credit_Card,Transfer,15450
T00595,A00639,2015-12-06,Credit_Card,Deposit,87587
T00596,A00162,2022-05-23,,Purchase,13847
,A00148,2023-04-16,Cash,Purchase,18327
T00598,A00349,2023-07-21,Cash,Purchase,22076
T00599,A00292,2015-02-11,Cash,Purchase,80999
T00600,A00756,null,Debit_Card,Transfer,10072
T00601,A00862,2022-05-19,Check,Transfer,16676
,A00686,2016-03-07,Check,Withdrawal,95511
T00603,A00220,2016-04-14,Credit_Card,Withdrawal,46601
T00604,A00399,2018-12-17,Check,,77554
T00605,A00887,2022-08-30,Cash,Withdrawal,83654
,A00619,2022-03-13,Credit_Card,Withdrawal,21214
T00607,A00109,2017-01-14,Credit_Card,Purchase,42266
T00608,A00168,2016-07-29,Check,Purchase,32087
T00609,A00346,2014-08-02,Cash,,1264
T00610,A00622,2021-11-03,Cash,,35711
T00611,A00110,2021-12-25,Credit_Card,Purchase,77249
T00612,A00861,2022-07-30,Check,Withdrawal,14797
T00613,,2019-04-03,Cash,,54211
T00614,,2019-07-26,Debit_Card,,47912
T00615,A00736,2019-06-06,Debit_Card,Transfer,75712
T00616,A00815,2015-04-22,Check,Purchase,18007
T00617,A00357,2020-08-02,Cash,Transfer,null
T00618,A00572,2017-08-21,Cash,Withdrawal,41425
T00619,A00218,2018-04-02,Cash,Transfer,null
T00620,A00502,2014-12-24,Credit_Card,Deposit,72727
T00621,A00763,2018-06-23,Cash,Withdrawal,23751
T00622,A00287,2018-03-13,Debit_Card,Transfer,35777
T00623,A00894,2023-08-02,Debit_Card,Deposit,27468
T00624,A00797,2022-08-21,Cash,Deposit,43816
T00625,A00057,2017-02-09,Debit_Card,Deposit,18100
,A00833,2021-09-02,Credit_Card,Transfer,39497
T00627,A00635,2019-04-21,Credit_Card,Purchase,null
,,2013-10-24,,Transfer,77561
T00629,A00032,2020-12-08,Cash,Withdrawal,79767
,A00864,2018-09-12,Credit_Card,Deposit,22451
T00631,A00072,2017-12-27,Debit_Card,,90784
T00632,A00818,2022-03-06,Debit_Card,Withdrawal,14358
T00633,A00068,2021-12-26,,Withdrawal,83165
T00634,A00776,2018-06-04,Credit_Card,Deposit,58735
T00635,,2023-03-09,,Withdrawal,86573
T00636,A00332,2019-09-14,Credit_Card,Withdrawal,null
T00637,A00015,2014-12-12,Check,Deposit,13334
T00638,A00051,2015-06-16,,Withdrawal,49463
T00639,A00070,2020-03-07,Debit_Card,Deposit,56286
T00640,A00050,2019-01-02,Cash,,33507
T00641,A00879,2021-02-22,Credit_Card,,28121
,A00346,2013-11-27,Debit_Card,Transfer,57189
T00643,A00728,2021-07-29,Cash,Withdrawal,42785
T00644,A00151,2022-04-24,Cash,Deposit,23559
T00645,A00599,2015-05-13,Debit_Card,Purchase,91729
T00646,A00547,2014-10-19,,,73312
T00647,A00677,2020-05-21,Check,Withdrawal,3585
T00648,A00430,2016-10-18,Debit_Card,Deposit,29925
T00649,A00280,2019-09-22,Debit_Card,Withdrawal,49675
T00650,A00598,2013-12-04,Debit_Card,Transfer,68418
T00651,A00640,2022-03-09,Credit_Card,Withdrawal,null
T00652,A00929,2020-10-28,Credit_Card,Transfer,70424
T00653,A00138,2017-11-08,Credit_Card,Withdrawal,null
T00654,A00688,2014-11-24,Check,Withdrawal,1298
T00655,,null,Credit_Card,Purchase,98090
T00656,A00737,2021-07-13,Credit_Card,Purchase,89502
T00657,A00986,2021-10-17,Check,Withdrawal,8709
T00658,A00199,2015-03-04,,Transfer,47513
T00659,A00818,2016-09-15,Cash,Withdrawal,7555
T00660,A00476,2015-08-30,Check,Purchase,63885
T00661,A00413,2017-10-16,Credit_Card,Purchase,53007
,A00321,2015-11-03,Debit_Card,Purchase,89829
T00663,A00488,2023-04-29,Cash,Purchase,2489
T00664,A00806,2018-08-16,Credit_Card,Withdrawal,42495
T00665,A00851,2016-01-13,Credit_Card,Purchase,33549
T00666,A00480,2019-01-31,Debit_Card,Withdrawal,8070
T00667,A00623,2020-11-23,Cash,Deposit,68014
,A00476,2017-01-01,Debit_Card,Withdrawal,10063
,A00939,2022-03-17,Debit_Card,,94606
T00670,A00155,2020-10-09,Cash,Transfer,29971
T00671,A00528,2017-12-07,Credit_Card,Deposit,68684
T00672,A00552,2018-04-09,Credit_Card,Purchase,11072
T00673,A00378,2017-12-13,Debit_Card,Purchase,39910
T00674,A00839,2021-11-20,,Deposit,47092
T00675,A00592,2016-08-27,Cash,Deposit,2334
T00676,A00412,2021-08-26,Check,Deposit,null
T00677,A00540,2020-12-17,Debit_Card,Transfer,95279
T00678,A00664,null,Debit_Card,Deposit,79047
T00679,A00366,2015-01-04,Check,Transfer,20836
T00680,A00313,2023-03-31,Cash,Deposit,19155
T00681,A00135,2014-03-26,Debit_Card,Purchase,43214
T00682,A00017,2022-08-21,Credit_Card,Purchase,56487
T00683,A00916,2015-04-06,Debit_Card,Transfer,90458
T00684,A00776,2017-07-17,,,11227
T00685,A00278,null,Credit_Card,Purchase,67782
T00686,A00729,2022-10-12,Debit_Card,Withdrawal,11462
T00687,A00832,2021-06-08,Debit_Card,,48432
T00688,A00493,2020-12-16,Credit_Card,Deposit,99122
T00689,A00809,2022-08-15,Debit_Card,Withdrawal,26002
,,2015-01-25,Credit_Card,Purchase,16413
T00691,A00942,2018-03-21,Check,Deposit,null
T00692,A00511,2017-06-24,,Withdrawal,null
T00693,A00558,2017-01-26,Cash,Withdrawal,19361
T00694,A00383,2022-01-01,,Deposit,25822
T00695,A00045,2021-05-28,,Transfer,94544
T00696,A00581,2015-03-22,Check,Purchase,null
T00697,A00075,2021-09-10,Cash,Transfer,32505
T00698,A00818,2016-05-25,Credit_Card,Withdrawal,22618
T00699,A00176,2020-11-13,Cash,Deposit,7726
T00700,A00833,2014-01-08,Debit_Card,,33951
T00701,A00170,2022-02-23,Debit_Card,Purchase,38553
T00702,A00538,2021-11-19,,Purchase,52538
T00703,A00542,2015-02-22,Cash,Transfer,null
T00704,A00250,2015-08-12,Credit_Card,Purchase,58107
T00705,,2017-06-02,Credit_Card,,37051
T00706,A00436,2023-01-24,Credit_Card,Transfer,null
T00707,A00465,2023-04-25,Cash,Deposit,67519
T00708,A00185,2015-10-15,Credit_Card,Withdrawal,11939
T00709,A00620,2019-02-06,Cash,Deposit,53167
T00710,,2019-05-31,Debit_Card,Withdrawal,null
,A00929,2016-05-05,,Deposit,5672
T00712,A00042,2018-02-18,Cash,Deposit,null
T00713,A00932,2019-06-01,Check,Purchase,41943
T00714,A00986,2020-06-08,Debit_Card,Withdrawal,92087
T00715,A00489,2014-08-02,Credit_Card,Purchase,35042
T00716,A00473,2022-06-16,Debit_Card,Purchase,37491
T00717,,2015-02-15,Credit_Card,Deposit,95873
T00718,,null,Credit_Card,Transfer,52983
T00719,A00770,2021-12-06,Credit_Card,,21617
T00720,A00827,2017-01-01,,Purchase,5233
T00721,A00735,2019-08-16,Check,Purchase,68947
T00722,A00941,2015-05-24,Debit_Card,,62150
,A00239,2018-04-29,,Purchase,69376
T00724,A00047,2014-05-22,Cash,Deposit,92275
T00725,A00416,2016-04-11,Cash,Withdrawal,null
,A00760,2018-02-06,Cash,Transfer,66377
T00727,A00752,2020-05-27,,Transfer,56644
T00728,A00918,2020-11-26,Debit_Card,Deposit,48886
T00729,A00107,2018-03-11,Credit_Card,Withdrawal,70984
T00730,A00361,2016-06-07,Check,Purchase,24997
T00731,A00182,2016-05-01,Cash,Transfer,6405
T00732,A00623,2015-12-18,,Purchase,78657
,A00139,2015-08-24,Cash,Withdrawal,42471
T00734,A00348,null,Credit_Card,Purchase,51269
T00735,A00213,2022-06-23,Check,Withdrawal,98209
T00736,A00322,2018-10-16,Cash,Withdrawal,null
T00737,A00700,2023-06-09,Cash,Transfer,53851
,A00158,2021-01-29,Credit_Card,Purchase,null
T00739,A00177,2021-12-18,,,null
T00740,A00254,2019-03-17,Credit_Card,Deposit,96901
T00741,A00190,2015-10-08,,Withdrawal,28916
T00742,A00620,2017-10-12,Debit_Card,Deposit,24731
T00743,A00706,2014-02-27,Credit_Card,Deposit,79438
T00744,A00496,null,Check,Withdrawal,43658
T00745,,2013-11-01,Check,Withdrawal,80696
T00746,A00519,2022-04-05,Cash,Transfer,38323
,A00917,2014-11-20,Debit_Card,Deposit,29781
T00748,A00463,2020-12-23,,Purchase,27686
T00749,A00818,2015-04-02,Cash,Purchase,56062
T00750,A00605,2018-12-27,Cash,Deposit,48443
T00751,A00311,2016-04-03,Credit_Card,Purchase,97408
T00752,A00766,2022-08-18,Check,Deposit,null
T00753,,2016-04-26,Debit_Card,Purchase,44657
T00754,A00987,2016-12-14,,Deposit,12766
T00755,A00031,2022-01-28,Debit_Card,Transfer,88057
T00756,A00301,2023-07-19,Debit_Card,Transfer,34212
T00757,A00264,2022-05-18,,Transfer,70367
,A00443,2014-11-20,Cash,Transfer,47681
T00759,A00289,2014-01-11,Check,Deposit,89182
,A00649,2022-04-25,Debit_Card,Deposit,25651
T00761,A00342,null,Credit_Card,Deposit,30245
T00762,A00616,null,Credit_Card,Transfer,29734
T00763,A00108,2014-10-26,Cash,Deposit,75121
T00764,A00451,2018-02-14,Check,Deposit,49411
T00765,A00002,2019-04-21,Check,Transfer,83936
T00766,A00269,2015-09-21,Cash,Purchase,8957
,,2019-02-22,,Transfer,59214
T00768,A00683,2016-09-25,Check,Purchase,24572
T00769,A00931,null,Cash,,54312
,A00008,2021-06-15,Debit_Card,,null
T00771,A00906,2022-05-04,Check,Withdrawal,35771
T00772,A00925,2016-10-12,Cash,,16363
T00773,A00249,2018-09-24,,Purchase,91694
T00774,A00156,2016-04-02,Check,,null
T00775,A00247,2017-02-08,Debit_Card,Purchase,50706
T00776,A00821,2013-11-29,Check,,28732
T00777,A00935,2015-10-06,Credit_Card,Deposit,null
T00778,A00653,2021-05-31,Check,Purchase,98646
T00779,A00618,2023-06-28,,Deposit,69
T00780,A00037,2015-10-23,Debit_Card,Withdrawal,30278
T00781,A00428,2020-07-01,,Deposit,12939
T00782,A00446,2019-12-08,Debit_Card,Purchase,86866
T00783,A00975,2016-09-22,,Withdrawal,46383
T00784,A00597,2017-08-16,Cash,Purchase,34087
T00785,,2021-01-01,Check,Transfer,6377
T00786,A00687,2013-11-26,Check,Withdrawal,98902
T00787,A00729,2022-06-01,Debit_Card,Transfer,12575
T00788,A00623,2020-08-15,Cash,Deposit,6407
,A00547,2015-12-20,,Purchase,98020
T00790,,2014-09-01,Cash,Deposit,91699
T00791,A00796,2016-06-09,Check,Deposit,87679
,A00631,2016-02-24,Credit_Card,Purchase,50767
,,2015-10-04,Check,Transfer,56705
T00794,A00340,2023-07-14,Cash,,80704
T00795,A00358,2014-01-29,Credit_Card,Withdrawal,10307
T00796,A00930,2015-08-05,Credit_Card,Purchase,16210
,A00020,2014-01-19,Credit_Card,Withdrawal,58121
T00798,A00480,2017-12-30,Credit_Card,Withdrawal,14442
,A00080,2015-07-10,Credit_Card,,91451
T00800,A00031,2016-04-01,,Purchase,73301
T00801,A00299,2022-06-12,Credit_Card,Transfer,97630
T00802,A00495,2023-08-20,,Purchase,null
T00803,A00267,2017-02-03,Credit_Card,Deposit,36592
T00804,A00682,2022-05-04,Debit_Card,,79867
T00805,A00269,2015-07-09,,Transfer,67139
T00806,A00808,2015-05-26,Cash,Deposit,74008
T00807,A00312,2016-11-16,Credit_Card,Purchase,65365
T00808,A00350,2022-07-21,Debit_Card,,66949
T00809,A00059,2021-11-20,Cash,Deposit,88746
T00810,A00412,2019-05-29,Check,Transfer,95512
T00811,A00098,2019-12-28,Check,Purchase,71153
T00812,A00626,null,Credit_Card,Purchase,34818
,A00300,2017-10-25,Cash,,29996
T00814,A00080,2019-11-22,Credit_Card,Deposit,29972
T00815,A00188,2013-11-17,,Transfer,52050
T00816,A00562,null,Cash,,null
T00817,A00341,2019-02-04,Credit_Card,Withdrawal,null
T00818,A00481,null,Check,Withdrawal,41268
T00819,A00798,2016-01-24,Cash,Purchase,null
T00820,A00333,2014-08-19,Cash,Purchase,71537
T00821,A00172,2020-05-10,Cash,Withdrawal,20294
T00822,A00499,2021-09-11,Check,Transfer,null
T00823,A00917,2023-04-22,Cash,Transfer,79616
T00824,A00914,null,Debit_Card,Deposit,null
T00825,A00099,2020-11-23,Credit_Card,Transfer,78412
T00826,A00016,null,Debit_Card,Deposit,null
,,2016-11-05,Check,Deposit,90315
T00828,A00286,null,Check,Transfer,17464
T00829,A00034,2018-08-13,Cash,Purchase,26596
T00830,A00676,2015-12-11,Cash,Purchase,74686
T00831,A00161,2015-05-02,Debit_Card,Purchase,23148
T00832,A00354,null,Debit_Card,Purchase,6645
T00833,A00820,2022-01-06,Credit_Card,Deposit,32476
T00834,A00361,null,Cash,Transfer,39530
T00835,,2016-12-24,Credit_Card,Purchase,23762
T00836,A00074,2016-01-23,Check,Deposit,44803
T00837,A00488,2015-08-19,Cash,Deposit,2287
T00838,A00957,2021-07-03,Debit_Card,Transfer,83745
T00839,,2015-06-15,Debit_Card,Purchase,95950
T00840,A00634,2022-12-02,Check,Withdrawal,45300
T00841,A00787,2021-04-09,,Deposit,33135
T00842,A00378,2020-08-31,Check,,null
,,2020-08-09,Check,Transfer,81844
T00844,A00653,2022-12-21,Cash,,null
T00845,,2018-03-29,Debit_Card,Transfer,29353
T00846,A00416,2023-01-20,Cash,Withdrawal,null
T00847,A00883,2015-10-09,Check,Purchase,52882
T00848,A00021,2023-01-24,Credit_Card,Transfer,59724
T00849,A00120,null,Check,Deposit,75958
T00850,A00729,2017-03-25,Debit_Card,Deposit,16102
T00851,A00302,2016-01-18,Debit_Card,Withdrawal,27369
T00852,A00829,2019-12-09,Debit_Card,Withdrawal,57835
T00853,A00336,2022-04-29,Debit_Card,Purchase,76097
,A00173,2017-12-05,Cash,Transfer,70696
T00855,A00151,2019-03-22,Cash,Purchase,63003
T00856,A00458,2021-07-26,Credit_Card,Transfer,null
T00857,,2023-02-08,Cash,,39832
T00858,A00272,2022-04-10,Credit_Card,Deposit,8758
T00859,A00962,2015-08-03,Cash,Purchase,3185
,A00329,2021-03-01,Debit_Card,Withdrawal,26245
T00861,A00754,2017-05-13,Credit_Card,Deposit,80738
T00862,A00837,2019-12-15,,Deposit,66404
T00863,A00334,null,Check,,87724
T00864,,2022-05-28,Debit_Card,Withdrawal,null
T00865,A00463,2018-03-28,Debit_Card,Deposit,15700
T00866,A00444,null,Debit_Card,Transfer,47282
T00867,A00501,2015-09-28,Debit_Card,Transfer,null
T00868,,2014-03-13,Check,,70071
T00869,A00819,2020-09-17,Cash,Purchase,78856
T00870,A00512,2020-05-19,Credit_Card,Purchase,40952
T00871,A00950,2014-07-30,Cash,Transfer,47404
T00872,A00426,2022-04-05,Cash,Purchase,38370
T00873,A00939,2022-09-27,Check,Withdrawal,91579
T00874,A00572,2015-11-08,Cash,Transfer,2484
T00875,A00912,2019-08-04,Cash,Transfer,null
T00876,A00822,2022-08-06,Check,Transfer,42571
T00877,A00253,2015-01-22,Check,Purchase,44246
T00878,A00182,2020-06-21,Check,Deposit,null
T00879,A00590,null,Debit_Card,Deposit,70799
T00880,A00140,2015-07-15,Check,Withdrawal,9227
T00881,A00132,2020-10-18,Cash,Deposit,82381
T00882,A00883,null,Cash,Transfer,96357
T00883,A00599,2018-06-26,Debit_Card,Transfer,6302
T00884,A00560,2020-11-08,Credit_Card,Withdrawal,2148
,A00307,2017-06-18,Debit_Card,Withdrawal,36935
T00886,A00488,2017-04-19,Cash,Transfer,39271
T00887,A00521,2016-03-20,Cash,Deposit,57984
T00888,A00624,2020-06-05,Check,Withdrawal,50690
T00889,,2017-07-30,Check,Transfer,40766
T00890,A00143,2020-06-22,Debit_Card,Withdrawal,90188
,A00516,2016-08-13,Credit_Card,Purchase,33742
T00892,A00438,2021-04-02,Cash,Withdrawal,52176
T00893,A00913,2023-06-03,Debit_Card,Withdrawal,null
T00894,A00519,2020-06-19,Cash,Deposit,61646
T00895,A00282,2021-11-10,Credit_Card,Transfer,86505
T00896,A00070,2016-10-24,Debit_Card,Withdrawal,63368
,A00418,2015-07-27,Check,Deposit,37664
T00898,,2018-08-12,Credit_Card,Transfer,83338
T00899,A00791,2019-05-05,Check,Purchase,81320
T00900,A00832,2015-05-07,Debit_Card,Withdrawal,22759
,A00801,2015-06-29,Cash,Withdrawal,1795
T00902,A00853,2017-04-09,Check,Withdrawal,26178
T00903,A00807,2015-10-28,,,75491
T00904,A00304,2014-06-26,Debit_Card,Transfer,62100
T00905,A00043,2020-01-05,Check,,92108
,A00501,2014-04-06,Credit_Card,Deposit,43532
T00907,A00888,2015-12-06,Debit_Card,Purchase,null
,A00507,2017-10-01,Debit_Card,Deposit,54585
T00909,A00647,2022-07-08,Debit_Card,Deposit,null
T00910,A00853,2020-10-05,,Deposit,6067
T00911,A00319,2022-04-07,Cash,Withdrawal,33568
T00912,A00547,2014-07-14,,Transfer,78989
,A00606,2023-05-26,Check,,37380
T00914,A00532,2020-04-07,,Deposit,41418
T00915,A00987,2018-08-27,Debit_Card,Withdrawal,31338
T00916,A00476,2022-05-09,Debit_Card,Withdrawal,43975
T00917,A00012,2014-03-04,Debit_Card,Withdrawal,51994
T00918,A00111,2023-01-01,Credit_Card,Transfer,null
T00919,A00451,2022-12-22,Credit_Card,,29564
T00920,A00191,null,Debit_Card,Purchase,76292
T00921,A00115,2023-06-06,Credit_Card,Withdrawal,64046
T00922,A00746,2018-02-09,Debit_Card,Withdrawal,51248
T00923,A00342,2021-12-28,Check,Deposit,31468
T00924,A00981,2021-10-28,Credit_Card,Withdrawal,8100
T00925,A00422,2016-08-21,Credit_Card,Withdrawal,651
T00926,A00832,2017-02-24,Credit_Card,Withdrawal,99321
,A00639,2022-11-26,Check,Transfer,33587
T00928,A00143,2014-01-19,Cash,Purchase,29797
T00929,A00105,2014-10-30,Debit_Card,Purchase,90680
T00930,A00095,null,Check,,77104
T00931,A00575,2018-09-22,Credit_Card,Transfer,59764
T00932,A00406,2021-12-26,Credit_Card,Deposit,1318
T00933,A00304,2014-12-24,Cash,Deposit,20959
T00934,A00590,2023-02-24,Cash,Withdrawal,76726
T00935,A00710,2017-07-19,Cash,Transfer,31572
T00936,,2016-11-25,Credit_Card,Deposit,23224
T00937,A00502,2017-01-16,Debit_Card,Purchase,53058
T00938,A00279,2021-03-08,,Transfer,28532
T00939,A00998,2018-12-25,Debit_Card,Deposit,44650
T00940,,2019-09-02,Cash,Deposit,41255
T00941,A00808,2015-03-11,Check,Transfer,76788
,A00206,2014-05-05,Debit_Card,Deposit,41254
T00943,A00515,2021-03-06,,Purchase,27184
T00944,A00349,2023-04-05,Credit_Card,Deposit,30197
,A00014,2023-01-09,Credit_Card,,9877
T00946,A00731,2015-09-20,Credit_Card,Withdrawal,86074
T00947,A00308,null,Check,Transfer,null
T00948,A00270,2016-12-16,Check,,52620
T00949,A00708,2019-01-12,Check,Purchase,69414
T00950,A00504,2018-12-10,Credit_Card,Purchase,99449
T00951,A00250,2022-07-23,Cash,Withdrawal,54319
T00952,A00559,2023-02-05,Credit_Card,,5677
,A00909,2014-01-12,Cash,Transfer,57056
T00954,A00762,2023-08-17,Cash,,27371
T00955,A00771,2020-12-28,Credit_Card,Deposit,92994
T00956,A00366,2015-06-24,Credit_Card,Withdrawal,34992
T00957,A00743,2022-11-18,Cash,,21603
T00958,A00117,2023-01-04,Check,Transfer,66270
T00959,A00314,2016-03-01,Credit_Card,Purchase,3519
T00960,A00144,null,Check,Withdrawal,57273
T00961,A00004,2017-05-25,Cash,Transfer,56046
T00962,A00788,null,Debit_Card,Deposit,98729
T00963,A00019,2021-04-14,Debit_Card,Transfer,86908
T00964,A00647,null,Check,Transfer,88022
T00965,A00714,2021-12-26,Cash,Deposit,22860
T00966,,2021-12-30,,,77060
T00967,A00413,null,Debit_Card,Purchase,25042
T00968,A00090,2021-01-06,Cash,Withdrawal,75680
T00969,A00222,2021-02-08,Debit_Card,Purchase,27577
T00970,,2019-10-17,Credit_Card,Purchase,84954
T00971,A00993,2015-05-18,Cash,Transfer,64477
T00972,A00586,2017-10-08,,Purchase,92543
T00973,A00432,null,Cash,Transfer,35331
T00974,A00981,2019-07-12,Cash,Purchase,80569
T00975,A00123,2017-01-01,Check,Withdrawal,75595
T00976,A00519,2017-04-01,Debit_Card,Withdrawal,18364
T00977,A00716,2017-10-30,Debit_Card,Withdrawal,89228
,A00835,2018-11-14,Debit_Card,Transfer,78300
T00979,A00039,2018-02-25,Cash,Deposit,null
,A00150,2014-05-02,,Deposit,17638
T00981,A00687,2018-07-09,Debit_Card,Deposit,73943
T00982,A00096,2018-11-25,Cash,Deposit,42823
T00983,A00996,2020-11-01,Check,Deposit,43672
T00984,A00848,2018-09-11,Debit_Card,Transfer,44546
T00985,A00488,2014-10-27,Check,Purchase,61571
T00986,A00990,2021-07-06,Credit_Card,Withdrawal,63013
T00987,A00484,2016-02-29,,Transfer,2786
T00988,A00660,null,Cash,Transfer,92461
T00989,A00431,2016-04-30,Debit_Card,Deposit,99466
T00990,A00340,2018-03-02,Cash,Withdrawal,66601
T00991,A00958,null,Credit_Card,Transfer,26896
T00992,A00697,2022-12-30,Debit_Card,Withdrawal,11337
T00993,A00147,null,Check,Withdrawal,60623
T00994,A00152,2016-01-15,Cash,Purchase,10391
T00995,A00453,2021-09-08,,Purchase,78312
T00996,A00599,2016-08-15,Cash,Purchase,93758
T00997,A00738,2021-06-09,Credit_Card,Purchase,79969
T00998,A00956,2022-12-12,Check,,61452
T00999,A00510,2020-08-17,Debit_Card,Withdrawal,8258
T01000,A00345,2018-08-02,,Deposit,44685
T01001,A00013,2023-04-15,Credit_Card,,45109
T01002,A00006,2018-09-10,Check,Transfer,88106
,A00549,2020-06-28,Cash,Withdrawal,35652
T01004,A00668,2016-05-23,Check,Transfer,28993
T01005,,null,,Transfer,24361
T01006,A00856,2017-06-13,Credit_Card,Deposit,20627
T01007,A00053,2023-01-28,Cash,Withdrawal,95608
T01008,A00352,null,Check,Purchase,26169
T01009,,2015-05-29,Debit_Card,Transfer,438
T01010,A00366,2017-01-26,Check,Withdrawal,74975
,A00946,2013-10-26,Debit_Card,Transfer,22201
T01012,A00474,2018-04-06,Cash,Withdrawal,62970
T01013,A00378,null,Cash,Transfer,45519
