ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00933,C00933,B00028,515830,2020-08-09,checking,closed
a00934,C00934,B00034,null,2018-12-31,SAVINGS,Pending
A00935,C00935,B00032,474265,2017-01-16,savings,closed
A00936,,B00023,986390,2021-06-23,,Active
A00937,C00937,B00034,280017,2015-01-28,Checking,active
a00938,C00938,B00022,247677,2015-01-27,checking,PENDING
A00939,C00939,b00024,168297,2015-09-01,Checking,active
,c00940,B00042,53669,2014-11-16,fixed deposit,pending
A00941,C00941,,825123,2014-12-31,savings,PENDING
a00942,C00942,B00028,670439,null,checking,closed
A00943,C00943,b00020,419947,2019-06-11,FIXED DEPOSIT,PENDING
a00944,C00944,B00017,296527,2018-04-10,Fixed Deposit,closed
,C00945,b00008,297957,2022-12-24,checking,ACTIVE
a00946,C00946,B00039,573440,2018-09-23,CHECKING,Closed
A00947,c00947,B00038,105220,2015-09-14,checking,Pending
a00948,c00948,B00032,185336,2019-10-31,CHECKING,PENDING
A00949,C00949,b00024,null,2014-02-28,checking,active
A00950,C00950,B00004,137528,2014-08-10,checking,pending
A00951,,B00002,470771,2015-12-08,FIXED DEPOSIT,Active
,C00952,B00034,657641,2018-05-08,SAVINGS,active
a00953,C00953,B00047,633613,2020-07-27,checking,closed
a00954,c00954,,738833,2018-04-27,checking,active
a00955,C00955,b00047,353045,2017-05-12,FIXED DEPOSIT,Pending
A00956,C00956,B00044,24450,2017-03-30,Checking,Closed
a00957,C00957,B00005,772987,2021-01-04,fixed deposit,Active
a00958,C00958,b00026,659673,2021-04-08,savings,Pending
a00959,c00959,B00044,262188,2021-08-17,checking,pending
A00960,C00960,,815225,2013-12-02,Fixed Deposit,CLOSED
A00961,C00961,B00012,920995,2023-02-08,,active
a00962,c00962,B00018,null,2018-05-28,Fixed Deposit,Pending
A00963,C00963,b00049,46618,2022-11-29,savings,
a00964,C00964,B00029,543549,2016-05-01,checking,ACTIVE
A00965,,B00012,46479,2013-11-04,savings,closed
A00966,c00966,B00038,368709,2019-05-11,FIXED DEPOSIT,closed
A00967,c00967,B00035,212369,2017-08-26,CHECKING,Active
A00968,C00968,b00028,null,2023-03-21,SAVINGS,pending
A00969,C00969,,710980,2014-03-24,fixed deposit,PENDING
A00970,C00970,b00026,871946,2020-03-05,checking,ACTIVE
A00971,C00971,B00027,197047,2019-03-12,Checking,closed
A00972,C00972,B00011,728146,2014-04-03,FIXED DEPOSIT,PENDING
A00973,c00973,B00035,804348,2014-08-22,Fixed Deposit,
A00974,C00974,B00027,141943,2014-04-19,fixed deposit,Pending
a00975,C00975,,475502,2019-02-18,SAVINGS,Closed
a00976,,B00022,685449,2016-10-25,fixed deposit,CLOSED
,C00977,B00042,964410,2018-07-03,FIXED DEPOSIT,Closed
,c00978,B00031,707470,2021-06-06,savings,ACTIVE
A00979,c00979,B00006,996769,2022-08-30,FIXED DEPOSIT,Pending
A00980,c00980,b00007,14188,2014-03-28,fixed deposit,closed
A00981,C00981,b00037,713930,2021-08-17,CHECKING,Active
A00982,,b00037,null,null,SAVINGS,ACTIVE
A00983,,B00039,119409,2022-07-16,Savings,Active
a00984,C00984,b00020,600366,2022-09-13,,closed
,c00985,B00047,null,2020-05-17,SAVINGS,Pending
A00986,c00986,B00038,966493,2018-12-07,checking,Pending
a00987,C00987,B00031,577227,2019-02-02,fixed deposit,Active
a00988,c00988,B00026,494431,2020-12-22,Checking,ACTIVE
A00989,,B00046,365273,2021-08-31,fixed deposit,ACTIVE
a00990,C00990,B00023,977533,2018-09-20,SAVINGS,PENDING
A00991,C00991,B00022,671134,2016-06-28,checking,Closed
A00992,c00992,B00007,904654,2016-01-30,,Closed
A00993,C00993,b00013,114510,2020-11-22,Savings,Closed
A00994,C00994,B00034,695934,null,Checking,closed
a00995,C00995,b00026,696251,2018-11-15,Savings,ACTIVE
a00996,c00996,B00031,792050,2023-03-27,fixed deposit,
A00997,c00997,B00022,670378,null,checking,ACTIVE
a00998,c00998,B00004,951100,2013-11-15,SAVINGS,
A00999,,B00048,825454,2017-11-04,savings,active
a01000,C01000,B00049,43474,null,savings,Closed
A00001,C00001,B00021,760870,2017-05-08,FIXED DEPOSIT,ACTIVE
A00002,,B00005,412781,null,CHECKING,
A00003,c00003,b00032,414033,2017-10-06,savings,CLOSED
A00004,c00004,,506021,2020-07-23,CHECKING,PENDING
A00005,c00005,B00024,457579,2021-05-01,fixed deposit,pending
A00006,c00006,B00024,null,2018-03-20,Savings,CLOSED
A00007,C00007,B00020,972492,2014-05-22,FIXED DEPOSIT,
a00008,C00008,b00049,322479,2018-12-02,Checking,active
a00009,C00009,B00005,804102,2020-06-30,SAVINGS,Pending
a00010,,b00050,129150,2016-10-22,savings,pending
a00011,C00011,b00013,433578,2016-09-03,,pending
A00012,c00012,b00028,840259,2020-03-17,savings,closed
A00013,c00013,B00026,134442,2016-05-29,checking,CLOSED
A00014,C00014,b00036,319179,null,savings,CLOSED
a00015,C00015,b00029,735121,2023-07-31,FIXED DEPOSIT,active
a00016,c00016,b00019,948972,2014-02-07,savings,closed
A00017,C00017,B00030,192955,null,FIXED DEPOSIT,PENDING
a00018,C00018,B00046,35680,2018-07-10,checking,Closed
a00019,c00019,B00028,815835,2018-08-21,savings,closed
,C00020,b00003,916044,null,savings,ACTIVE
A00021,C00021,b00049,null,2023-08-02,fixed deposit,Pending
A00022,,b00037,617129,2018-08-25,,Pending
A00023,c00023,b00009,null,2018-11-15,savings,Closed
A00024,,B00019,894840,2022-05-05,checking,Pending
A00025,C00025,B00021,780326,2019-07-29,Fixed Deposit,CLOSED
a00026,C00026,B00010,null,2013-12-29,,closed
A00027,C00027,b00047,728964,2020-02-28,,active
a00028,C00028,,779359,2020-01-15,checking,Closed
A00029,C00029,B00046,null,2015-10-11,,Active
A00030,C00030,B00039,378352,2018-02-04,,Closed
,C00031,B00022,41567,2021-08-08,Checking,
A00032,c00032,b00012,576124,2016-09-29,FIXED DEPOSIT,pending
A00033,C00033,B00031,null,2016-01-24,Checking,PENDING
A00034,C00034,B00005,null,2023-03-26,SAVINGS,CLOSED
A00035,C00035,B00036,705891,2022-01-04,checking,PENDING
,C00036,b00043,614563,2014-01-08,SAVINGS,CLOSED
a00037,c00037,B00022,556756,2016-07-11,Checking,ACTIVE
a00038,C00038,,491787,2018-03-16,checking,pending
A00039,C00039,b00039,null,2020-08-25,SAVINGS,active
a00040,c00040,B00043,140350,2017-11-22,FIXED DEPOSIT,active
A00041,,b00014,969086,null,savings,Closed
A00042,,b00048,802786,2016-03-16,Savings,
A00043,C00043,b00007,72593,2018-06-24,CHECKING,
a00044,c00044,b00001,464515,2022-01-10,,Active
a00045,,b00032,736129,2016-01-16,Checking,Closed
A00046,c00046,B00018,420561,2020-12-08,checking,Closed
A00047,c00047,B00023,56424,2016-01-28,savings,ACTIVE
a00048,c00048,B00004,708323,2022-11-08,Fixed Deposit,closed
A00049,c00049,b00047,930475,2016-11-03,checking,CLOSED
A00050,C00050,B00038,null,2023-02-22,fixed deposit,Active
A00051,C00051,B00026,658995,2020-11-20,Checking,active
a00052,c00052,B00039,250135,2019-06-29,CHECKING,active
A00053,C00053,B00029,209635,2023-08-17,,pending
A00054,C00054,b00022,121718,2016-12-02,savings,pending
A00055,c00055,B00023,null,2019-01-12,Checking,ACTIVE
A00056,c00056,,592707,null,Checking,Pending
a00057,C00057,b00041,581243,2015-04-03,savings,ACTIVE
a00058,c00058,B00002,937987,2022-05-29,Savings,pending
A00059,,B00012,814048,null,fixed deposit,Closed
a00060,C00060,B00047,239611,2015-02-01,checking,CLOSED
a00061,C00061,b00029,721114,2018-12-21,CHECKING,
A00062,c00062,B00005,442671,null,CHECKING,Active
A00063,c00063,b00019,null,2016-10-15,Checking,Active
A00064,,B00004,183029,2022-06-29,savings,CLOSED
A00065,C00065,B00033,287217,2016-07-12,savings,
,,B00038,891524,2022-08-15,,closed
A00067,c00067,B00020,null,null,Savings,Active
A00068,c00068,b00011,null,2022-10-07,Savings,Pending
A00069,C00069,b00012,684091,2016-08-20,FIXED DEPOSIT,ACTIVE
A00070,C00070,b00041,808459,2015-08-08,,ACTIVE
A00071,c00071,B00033,125157,2022-11-20,Savings,Pending
A00072,,b00018,289900,2018-03-29,savings,Closed
a00073,C00073,B00050,24744,2019-11-15,FIXED DEPOSIT,Pending
A00074,C00074,b00050,649965,2017-10-18,SAVINGS,pending
a00075,C00075,B00016,null,2020-05-25,savings,closed
a00076,C00076,B00044,655357,2014-02-17,fixed deposit,Closed
A00077,c00077,B00034,323115,2019-05-24,savings,CLOSED
a00078,c00078,B00002,586441,null,Savings,CLOSED
,C00079,B00048,732985,2014-05-01,fixed deposit,PENDING
a00080,C00080,b00031,850774,2015-04-21,savings,
A00081,c00081,B00023,330672,2016-01-28,fixed deposit,closed
A00082,C00082,B00003,543441,2023-07-10,Savings,PENDING
A00083,c00083,B00009,555140,2013-12-21,Checking,closed
A00084,c00084,B00019,61580,2019-06-21,,Active
a00085,C00085,b00042,166064,2015-11-25,Savings,closed
A00086,C00086,B00011,438841,2016-03-26,savings,PENDING
a00087,C00087,,484708,2018-01-18,fixed deposit,ACTIVE
A00088,C00088,b00041,338506,2022-01-26,fixed deposit,
A00089,c00089,B00025,625960,2014-07-28,FIXED DEPOSIT,Active
A00090,C00090,B00039,524985,2017-04-30,fixed deposit,active
a00091,C00091,B00041,504015,2015-12-28,CHECKING,CLOSED
a00092,c00092,B00014,259433,2015-09-28,savings,PENDING
,C00093,B00029,48215,2016-05-06,FIXED DEPOSIT,Pending
A00094,C00094,,795677,2020-10-21,CHECKING,
a00095,c00095,b00006,70726,2019-08-14,savings,ACTIVE
A00096,c00096,B00018,953707,2014-11-14,,PENDING
A00097,c00097,B00008,591923,2015-12-08,SAVINGS,
a00098,c00098,B00032,314960,2021-07-29,checking,pending
a00099,C00099,B00002,342606,2017-04-29,fixed deposit,pending
A00100,C00100,b00044,755388,null,CHECKING,active
A00101,c00101,B00005,null,2016-11-11,fixed deposit,ACTIVE
A00102,C00102,B00046,968701,2019-01-19,checking,closed
a00103,C00103,b00002,699868,2021-08-09,FIXED DEPOSIT,closed
a00104,c00104,B00001,354753,2022-11-09,SAVINGS,Closed
A00105,c00105,B00005,148245,2022-05-25,checking,closed
A00106,C00106,B00037,648179,2016-11-14,Fixed Deposit,Active
A00107,C00107,B00047,null,2018-08-21,,Closed
,c00108,B00018,980144,2018-10-20,Checking,active
a00109,C00109,B00004,921133,2022-09-12,Savings,Pending
A00110,C00110,B00018,823599,2018-03-28,CHECKING,active
a00111,C00111,B00038,885116,2022-01-28,CHECKING,Pending
a00112,C00112,B00038,55641,null,savings,closed
,c00113,B00024,null,2018-05-16,savings,pending
A00114,C00114,B00022,637406,2016-05-11,savings,Active
A00115,C00115,b00015,230089,2020-04-28,SAVINGS,Closed
A00116,C00116,B00011,926603,2021-10-18,Savings,Pending
A00117,C00117,B00024,124291,2016-09-19,SAVINGS,ACTIVE
a00118,c00118,B00046,637963,2022-07-21,SAVINGS,closed
A00119,c00119,B00022,904645,2022-01-17,savings,PENDING
A00120,C00120,B00044,82702,null,Checking,
A00121,C00121,B00025,106070,2023-07-27,FIXED DEPOSIT,Pending
a00122,C00122,b00020,545345,2022-03-25,FIXED DEPOSIT,Active
A00123,C00123,B00034,556838,2015-05-01,Savings,CLOSED
A00124,c00124,B00010,893947,2023-08-02,,ACTIVE
a00125,C00125,B00006,820311,2022-05-28,Savings,closed
a00126,,B00049,28641,2022-08-24,SAVINGS,active
A00127,c00127,B00026,518831,2014-08-12,SAVINGS,pending
A00128,C00128,b00036,164431,null,Fixed Deposit,closed
A00129,C00129,b00001,460266,2018-06-19,SAVINGS,active
A00130,C00130,b00036,606584,2020-02-06,savings,closed
A00131,C00131,B00021,null,2022-12-20,Fixed Deposit,ACTIVE
,C00132,B00019,485659,2016-11-07,CHECKING,pending
A00133,C00133,B00011,529346,2018-06-16,fixed deposit,Pending
A00134,c00134,B00030,811857,2016-11-30,,ACTIVE
,,B00041,650877,2016-06-19,CHECKING,active
,C00136,B00040,125569,2015-03-30,checking,closed
A00137,c00137,B00023,643634,2017-12-09,fixed deposit,CLOSED
a00138,,b00030,null,2017-05-05,savings,ACTIVE
A00139,c00139,,634246,null,savings,closed
A00140,C00140,B00047,24645,2018-11-28,checking,closed
A00141,c00141,B00006,613816,2017-06-03,FIXED DEPOSIT,Active
A00142,c00142,b00003,420934,2015-12-18,,ACTIVE
A00143,,B00022,999292,2019-04-12,Fixed Deposit,PENDING
A00144,C00144,B00036,95215,null,Checking,Active
A00145,c00145,B00026,null,null,fixed deposit,Active
A00146,C00146,B00012,317696,2016-07-27,Checking,closed
A00147,C00147,b00034,886803,2021-03-12,FIXED DEPOSIT,pending
A00148,,,753468,2015-12-19,,Closed
A00149,c00149,B00049,639299,2017-02-28,Checking,Closed
,C00150,B00005,392649,2015-03-21,Checking,Pending
A00151,c00151,b00004,849966,2023-08-21,checking,active
A00152,c00152,b00047,488943,2023-02-13,CHECKING,
A00153,,b00034,623739,2020-10-18,fixed deposit,CLOSED
a00154,C00154,B00006,274572,2022-09-18,FIXED DEPOSIT,PENDING
a00155,c00155,b00041,586543,2014-07-03,SAVINGS,active
a00156,C00156,B00004,918406,2020-02-08,Savings,closed
A00157,c00157,,627818,null,checking,Active
a00158,C00158,b00025,648016,2022-08-07,fixed deposit,Closed
A00159,C00159,,435681,null,CHECKING,
A00160,c00160,,799601,2013-11-14,fixed deposit,ACTIVE
A00161,,B00032,207615,2015-01-06,SAVINGS,ACTIVE
A00162,c00162,B00034,168228,2019-11-14,SAVINGS,ACTIVE
a00163,c00163,B00028,null,2020-07-20,Fixed Deposit,closed
A00164,,B00047,963229,2015-03-27,Checking,
,c00165,b00028,192822,2021-01-15,Fixed Deposit,CLOSED
,C00166,b00050,440358,2022-11-23,CHECKING,
a00167,,B00024,711388,2016-05-24,,ACTIVE
a00168,C00168,,840434,2023-01-31,CHECKING,PENDING
A00169,C00169,b00029,654401,2018-10-07,CHECKING,
A00170,c00170,B00019,599452,2016-03-08,checking,
a00171,C00171,B00012,321092,2015-08-15,Checking,ACTIVE
a00172,C00172,B00027,278481,2016-01-17,savings,pending
,C00173,B00040,912201,2016-10-24,SAVINGS,
A00174,C00174,B00031,null,2018-11-28,,closed
A00175,C00175,B00031,6304,2015-06-08,,Pending
A00176,C00176,B00039,null,2017-10-04,Checking,active
A00177,C00177,B00009,334650,2015-06-16,Fixed Deposit,active
,C00178,b00032,142758,2021-07-21,checking,Pending
a00179,c00179,B00024,null,2015-03-22,CHECKING,Closed
a00180,c00180,b00028,432227,2021-12-18,FIXED DEPOSIT,closed
A00181,C00181,B00004,809059,2020-09-20,Fixed Deposit,Pending
A00182,C00182,B00020,689231,2014-06-04,,
a00183,C00183,,846527,2019-12-07,checking,Closed
a00184,,B00017,813476,2018-06-04,Checking,closed
A00185,C00185,B00013,209222,2013-12-11,CHECKING,PENDING
A00186,,B00002,952805,2021-10-11,Fixed Deposit,active
a00187,C00187,B00006,null,2021-09-21,FIXED DEPOSIT,Pending
A00188,C00188,B00002,662217,2017-11-13,Fixed Deposit,pending
A00189,C00189,b00021,null,2019-06-22,Checking,active
a00190,,B00033,420059,2016-04-22,,pending
,c00191,B00022,705476,2018-01-27,Checking,pending
A00192,c00192,b00012,316303,2020-08-21,FIXED DEPOSIT,Closed
A00193,c00193,B00049,null,2022-02-04,Checking,CLOSED
A00194,c00194,B00013,735992,2023-06-28,SAVINGS,PENDING
A00195,C00195,b00045,794620,2020-01-07,Checking,ACTIVE
A00196,,b00038,21558,null,CHECKING,pending
a00197,C00197,B00002,null,2016-11-07,CHECKING,active
A00198,c00198,B00015,469697,2023-06-13,SAVINGS,active
A00199,C00199,B00012,847473,2020-02-04,Fixed Deposit,closed
A00200,c00200,b00004,330378,2015-01-25,Checking,CLOSED
A00201,c00201,b00032,901014,2022-03-06,fixed deposit,Active
A00202,C00202,B00003,176438,2018-10-28,SAVINGS,PENDING
A00203,c00203,B00035,854094,2015-02-25,savings,Pending
,C00204,b00018,829541,2018-05-19,savings,Pending
A00205,C00205,,959655,2016-05-05,Fixed Deposit,Pending
A00206,C00206,B00043,308005,2019-02-16,Fixed Deposit,ACTIVE
a00207,c00207,B00028,206484,2023-06-11,checking,closed
A00208,c00208,B00031,null,2022-12-30,,active
A00209,c00209,B00013,510493,2018-06-25,FIXED DEPOSIT,Pending
A00210,C00210,B00019,412457,2018-03-18,savings,Closed
A00211,C00211,b00016,null,2014-06-08,Fixed Deposit,active
A00212,C00212,B00017,932393,2016-10-24,Savings,active
A00213,C00213,B00027,119380,2020-04-24,Savings,Pending
A00214,C00214,b00028,880666,2016-04-27,FIXED DEPOSIT,closed
A00215,C00215,B00005,529247,2015-05-30,,
A00216,,B00016,141056,2021-10-21,CHECKING,PENDING
A00217,c00217,b00019,null,2019-10-06,savings,
A00218,C00218,B00008,444830,2022-02-23,CHECKING,active
A00219,c00219,B00032,226394,null,Fixed Deposit,
A00220,c00220,,849249,2018-07-16,,CLOSED
A00221,C00221,B00027,185174,2021-07-25,Fixed Deposit,pending
a00222,c00222,B00012,813924,2015-03-30,checking,PENDING
A00223,c00223,B00035,243943,2015-10-26,Savings,Closed
a00224,c00224,B00049,null,2016-06-07,,
,c00225,B00014,813362,2018-04-17,savings,active
A00226,c00226,B00033,20997,2022-02-20,,ACTIVE
A00227,,b00002,807854,2018-06-25,fixed deposit,closed
A00228,,B00041,753645,null,,Closed
,C00229,B00047,613293,2020-03-25,Savings,ACTIVE
a00230,C00230,b00002,176093,2020-06-23,Fixed Deposit,
A00231,C00231,B00025,514956,2022-03-01,checking,Closed
a00232,c00232,b00040,94976,null,FIXED DEPOSIT,
a00233,C00233,B00044,null,2014-01-06,CHECKING,Active
a00234,c00234,b00027,333420,2015-12-27,Savings,ACTIVE
a00235,C00235,B00020,894763,2014-06-17,checking,PENDING
a00236,c00236,B00028,872771,2018-09-10,checking,PENDING
A00237,c00237,B00048,323156,2023-03-14,,Closed
A00238,C00238,b00025,261725,2022-12-13,Checking,CLOSED
A00239,c00239,b00043,931078,2021-02-10,Checking,active
A00240,C00240,B00015,557626,2021-01-03,fixed deposit,closed
A00241,C00241,b00018,701281,2020-07-25,fixed deposit,Pending
A00242,C00242,B00011,704089,2022-03-10,fixed deposit,CLOSED
A00243,c00243,,null,2019-05-30,checking,closed
A00244,c00244,b00032,732457,2016-11-24,SAVINGS,pending
a00245,C00245,B00007,290395,2020-07-12,SAVINGS,PENDING
A00246,c00246,B00039,341065,2018-08-19,savings,CLOSED
A00247,C00247,B00009,477017,2017-10-09,checking,Closed
,C00248,B00015,288135,2021-04-01,fixed deposit,PENDING
A00249,C00249,b00023,690787,2023-04-09,Fixed Deposit,ACTIVE
,c00250,B00042,null,2017-04-19,,closed
a00251,c00251,B00004,969863,2020-07-09,savings,Pending
A00252,C00252,B00044,512681,2019-09-28,Savings,active
a00253,C00253,b00001,733492,2017-04-24,checking,closed
,,b00024,479444,2013-12-28,Fixed Deposit,ACTIVE
A00255,C00255,B00017,990794,2020-06-18,,pending
A00256,C00256,b00003,483921,2021-01-01,,active
A00257,c00257,b00021,314475,2014-04-28,CHECKING,CLOSED
a00258,C00258,b00033,325127,2019-11-30,checking,Closed
A00259,C00259,B00037,572012,2016-06-09,FIXED DEPOSIT,Pending
a00260,c00260,B00031,442062,2020-05-12,,active
A00261,C00261,B00031,null,2020-06-03,Fixed Deposit,PENDING
,C00262,b00029,89576,2018-08-27,Savings,CLOSED
a00263,C00263,B00048,213876,2014-04-07,FIXED DEPOSIT,closed
A00264,C00264,B00021,533919,2018-08-08,fixed deposit,Closed
A00265,c00265,b00007,390915,null,,ACTIVE
A00266,c00266,B00022,679031,2019-09-01,CHECKING,Closed
A00267,c00267,,918238,2018-03-31,,pending
a00268,C00268,b00038,null,2019-07-19,Fixed Deposit,CLOSED
A00269,c00269,b00038,null,2021-06-23,checking,closed
A00270,c00270,b00035,576020,2018-01-09,SAVINGS,active
,c00271,B00026,931440,2016-02-11,fixed deposit,pending
a00272,C00272,b00041,921140,2015-12-07,CHECKING,Pending
A00273,C00273,B00029,999602,2017-04-04,Fixed Deposit,CLOSED
a00274,C00274,B00039,39049,2020-12-01,Fixed Deposit,pending
A00275,C00275,B00042,94493,2023-08-15,savings,
A00276,c00276,B00045,832579,2014-10-07,savings,ACTIVE
A00277,,B00006,71568,2017-08-23,CHECKING,CLOSED
A00278,C00278,b00030,872853,2015-03-09,fixed deposit,PENDING
A00279,C00279,B00035,943983,2023-05-13,CHECKING,closed
A00280,c00280,b00031,627855,2015-02-03,CHECKING,CLOSED
A00281,,B00041,177410,2022-06-01,FIXED DEPOSIT,pending
A00282,C00282,B00043,null,2019-02-03,FIXED DEPOSIT,Active
a00283,C00283,B00032,992875,null,,closed
a00284,C00284,B00013,847681,2014-05-14,SAVINGS,Closed
A00285,c00285,b00011,429076,2015-12-02,FIXED DEPOSIT,pending
A00286,C00286,B00037,914659,2021-06-05,SAVINGS,closed
A00287,C00287,,859345,2016-08-12,savings,pending
a00288,c00288,B00045,840067,2022-02-10,fixed deposit,Closed
A00289,C00289,B00042,551699,2021-05-17,savings,
A00290,C00290,B00020,854116,2014-08-05,savings,
a00291,C00291,B00033,264393,2017-06-15,SAVINGS,Active
A00292,C00292,B00045,418871,2019-03-15,checking,Active
a00293,c00293,,null,2021-12-29,CHECKING,pending
A00294,C00294,b00046,281285,2015-07-21,,closed
A00295,c00295,b00033,231256,2021-04-15,,CLOSED
a00296,C00296,b00030,291102,2022-12-21,checking,
a00297,C00297,B00046,519899,2019-05-17,FIXED DEPOSIT,active
A00298,C00298,,751550,null,checking,Closed
a00299,C00299,B00014,529013,2016-01-21,SAVINGS,PENDING
A00300,c00300,B00024,832390,2013-12-12,savings,Closed
A00301,C00301,B00050,438481,2022-01-08,Savings,Active
A00302,C00302,B00014,151225,2018-05-29,fixed deposit,CLOSED
,C00303,B00044,842092,2022-10-15,CHECKING,Pending
A00304,c00304,,155103,2021-07-24,checking,active
A00305,c00305,B00004,539867,2017-05-13,SAVINGS,
A00306,C00306,b00005,750703,2018-08-24,fixed deposit,Active
a00307,C00307,B00014,868870,2021-06-11,,ACTIVE
A00308,C00308,B00048,null,2020-08-05,Checking,ACTIVE
a00309,C00309,B00036,920416,2018-10-03,Checking,
a00310,c00310,,280213,2014-07-09,SAVINGS,PENDING
a00311,C00311,b00027,257757,2016-11-23,FIXED DEPOSIT,active
A00312,c00312,B00031,null,null,Fixed Deposit,CLOSED
A00313,C00313,B00045,413443,2023-05-13,checking,Active
A00314,C00314,b00006,116343,2022-01-11,Savings,PENDING
A00315,c00315,B00038,273103,2021-10-12,Checking,active
A00316,,b00046,495508,2022-09-16,CHECKING,ACTIVE
a00317,,B00007,861574,2022-07-30,SAVINGS,active
A00318,c00318,B00035,528242,2020-02-11,fixed deposit,pending
A00319,c00319,B00003,512529,2018-11-29,Fixed Deposit,PENDING
A00320,C00320,B00047,462354,2018-09-03,checking,active
a00321,C00321,,256763,2022-05-07,SAVINGS,Active
a00322,C00322,B00010,368950,2015-06-23,Savings,active
a00323,C00323,B00013,272772,2020-05-27,,PENDING
A00324,C00324,B00029,101204,2019-03-08,Fixed Deposit,PENDING
A00325,C00325,B00049,643557,2020-07-11,CHECKING,closed
a00326,C00326,,401671,2020-10-25,Fixed Deposit,CLOSED
,C00327,B00040,635994,2020-07-14,checking,Pending
A00328,C00328,B00019,807232,2020-02-15,FIXED DEPOSIT,Closed
A00329,c00329,B00044,437695,2014-11-24,Fixed Deposit,closed
a00330,C00330,B00039,64568,2015-10-29,FIXED DEPOSIT,
a00331,C00331,b00048,24980,2020-12-07,fixed deposit,PENDING
A00332,C00332,B00018,350812,2021-07-14,SAVINGS,CLOSED
A00333,C00333,B00046,563177,null,fixed deposit,Pending
A00334,c00334,B00025,248353,2023-06-30,,pending
a00335,C00335,B00019,null,2021-05-30,Checking,
A00336,c00336,B00033,375139,2018-03-05,checking,pending
a00337,C00337,B00022,null,2014-03-04,CHECKING,Pending
a00338,C00338,B00018,512470,2014-11-18,Savings,Active
A00339,c00339,B00032,280160,2017-11-17,fixed deposit,CLOSED
a00340,c00340,B00018,394696,2014-02-15,SAVINGS,Pending
,c00341,,219333,2019-08-09,fixed deposit,CLOSED
a00342,c00342,b00021,591136,2014-10-12,,closed
a00343,C00343,B00035,522292,2017-08-13,Checking,PENDING
A00344,C00344,b00036,979941,null,checking,pending
A00345,C00345,B00030,774980,2014-06-12,CHECKING,active
A00346,C00346,B00046,686795,2022-03-08,Checking,ACTIVE
A00347,C00347,B00011,null,2021-09-16,CHECKING,pending
A00348,c00348,B00029,525427,2015-02-10,Savings,closed
A00349,,b00042,666018,null,Checking,active
a00350,c00350,b00004,737901,null,Checking,CLOSED
A00351,c00351,B00012,169611,2020-03-01,checking,ACTIVE
a00352,C00352,B00006,739489,2019-01-24,,Closed
A00353,C00353,B00042,null,2015-12-08,SAVINGS,closed
A00354,C00354,B00023,922107,2021-06-21,Savings,active
A00355,C00355,b00032,459699,2021-08-29,CHECKING,active
A00356,C00356,B00030,693878,2022-01-20,SAVINGS,pending
A00357,C00357,b00024,954351,2015-02-10,Checking,Closed
A00358,C00358,b00036,502495,2023-03-14,savings,closed
a00359,C00359,B00025,475933,2017-01-15,,Pending
a00360,c00360,,313036,null,,closed
A00361,C00361,,886409,2023-04-02,Savings,Pending
A00362,C00362,B00030,818071,null,checking,Pending
A00363,C00363,b00030,328765,null,CHECKING,
A00364,C00364,B00031,799346,2014-05-18,savings,PENDING
A00365,c00365,B00036,680469,2016-12-10,checking,Pending
A00366,C00366,B00010,630657,2022-10-19,FIXED DEPOSIT,CLOSED
a00367,C00367,,998385,2018-09-25,Checking,Pending
A00368,c00368,B00049,null,null,SAVINGS,active
A00369,C00369,b00024,null,2019-02-16,SAVINGS,pending
,C00370,b00021,32578,2021-11-10,savings,CLOSED
A00371,c00371,b00028,691874,2019-03-28,Fixed Deposit,
A00372,c00372,B00018,752311,2017-04-03,FIXED DEPOSIT,ACTIVE
a00373,c00373,b00047,338059,2023-06-14,checking,Closed
A00374,c00374,B00047,672694,2016-05-28,SAVINGS,PENDING
A00375,C00375,B00021,278672,2019-06-14,checking,closed
A00376,c00376,B00040,767736,2017-06-02,SAVINGS,ACTIVE
a00377,c00377,B00023,345559,2021-04-15,CHECKING,CLOSED
a00378,C00378,B00046,301107,2017-02-08,CHECKING,active
A00379,c00379,B00003,643186,2014-09-13,Savings,pending
A00380,,b00014,277736,2021-03-27,Checking,closed
A00381,C00381,B00025,414306,2016-03-22,Savings,CLOSED
A00382,c00382,B00032,109710,2015-05-11,Savings,
A00383,C00383,b00036,948998,2019-02-03,Fixed Deposit,PENDING
A00384,C00384,,195105,2014-11-03,savings,closed
,c00385,,840170,null,CHECKING,active
a00386,C00386,b00039,992156,2014-02-03,,ACTIVE
A00387,C00387,B00005,463410,2020-08-24,Checking,
A00388,,B00031,null,2018-01-25,SAVINGS,pending
A00389,C00389,b00044,525853,null,savings,
A00390,C00390,b00004,515385,null,Checking,active
A00391,C00391,b00029,784213,2022-07-24,fixed deposit,pending
A00392,C00392,B00006,438601,2015-01-31,fixed deposit,closed
,,B00030,160303,2020-05-31,FIXED DEPOSIT,PENDING
a00394,c00394,b00049,633256,2019-03-03,checking,active
A00395,C00395,B00026,70262,2022-12-15,fixed deposit,
a00396,c00396,b00015,22685,2016-04-22,Checking,
a00397,C00397,B00043,null,2016-03-11,SAVINGS,Pending
A00398,C00398,B00028,698160,2016-02-24,savings,Pending
a00399,C00399,b00017,525476,2022-02-01,fixed deposit,closed
