ACCOUNT_ID,TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_MEDIA,TRANSACTION_TYPE,TRANSACTION_AMOUNT,_silver_loaded_at
A00453,T01196,2017-07-29,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00026,T00152,2015-07-15,Credit_Card,Unknown,49713,2026-04-17T08:27:31.745Z
A00029,T01209,2022-11-28,Debit_Card,Unknown,49713,2026-04-17T08:27:31.745Z
A00034,T02662,2023-05-01,Credit_Card,Purchase,27153,2026-04-17T08:27:31.745Z
A00079,T02149,2020-01-27,Check,Transfer,49713,2026-04-17T08:27:31.745Z
A00097,T02755,2016-01-03,Check,Deposit,46729,2026-04-17T08:27:31.745Z
A00106,T02029,2022-09-29,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00113,T02608,2018-02-17,Cash,Deposit,79291,2026-04-17T08:27:31.745Z
A00158,T04273,2014-12-25,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00184,T02147,2019-02-11,Check,Unknown,65255,2026-04-17T08:27:31.745Z
A00226,T03319,2023-08-21,Debit_Card,Transfer,94604,2026-04-17T08:27:31.745Z
A00227,T03895,2020-04-08,Cash,Unknown,60188,2026-04-17T08:27:31.745Z
A00347,T02192,2020-07-30,Cash,Transfer,41826,2026-04-17T08:27:31.745Z
A00362,T00205,2016-03-20,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00398,T02574,2023-08-02,Debit_Card,Unknown,31139,2026-04-17T08:27:31.745Z
A00431,T00104,1900-01-01,Unknown,Withdrawal,30044,2026-04-17T08:27:31.745Z
A00459,T02060,2016-11-03,Cash,Transfer,60826,2026-04-17T08:27:31.745Z
A00461,T02861,2021-04-03,Debit_Card,Purchase,99830,2026-04-17T08:27:31.745Z
A00464,T02061,2021-02-11,Unknown,Deposit,82570,2026-04-17T08:27:31.745Z
A00506,T04363,2018-12-25,Cash,Purchase,81804,2026-04-17T08:27:31.745Z
A00558,T03019,2022-05-31,Credit_Card,Transfer,6974,2026-04-17T08:27:31.745Z
A00612,T03481,2018-08-10,Unknown,Unknown,14034,2026-04-17T08:27:31.745Z
A00617,T01092,2021-08-22,Debit_Card,Transfer,72632,2026-04-17T08:27:31.745Z
A00630,T01701,2015-08-28,Cash,Withdrawal,86438,2026-04-17T08:27:31.745Z
A00638,T01931,2016-07-10,Credit_Card,Transfer,9259,2026-04-17T08:27:31.745Z
A00705,T02377,2021-03-10,Debit_Card,Transfer,94236,2026-04-17T08:27:31.745Z
A00745,T02355,2018-10-26,Cash,Deposit,27050,2026-04-17T08:27:31.745Z
A00748,T02125,2014-08-07,Credit_Card,Withdrawal,87581,2026-04-17T08:27:31.745Z
A00754,T00861,2017-05-13,Credit_Card,Deposit,80738,2026-04-17T08:27:31.745Z
A00759,T00283,2023-03-21,Credit_Card,Deposit,549,2026-04-17T08:27:31.745Z
A00814,T02341,2017-11-05,Check,Transfer,32449,2026-04-17T08:27:31.745Z
A00856,T02740,2021-05-11,Debit_Card,Deposit,81237,2026-04-17T08:27:31.745Z
A00882,T03012,2014-12-16,Check,Transfer,36943,2026-04-17T08:27:31.745Z
A00931,T02841,2015-08-05,Cash,Deposit,16496,2026-04-17T08:27:31.745Z
A00939,T00873,2022-09-27,Check,Withdrawal,91579,2026-04-17T08:27:31.745Z
A00973,T01082,2015-05-10,Cash,Deposit,81628,2026-04-17T08:27:31.745Z
A00993,T01336,2023-02-02,Debit_Card,Purchase,68588,2026-04-17T08:27:31.745Z
A00257,T02223,2022-01-23,Check,Transfer,81332,2026-04-17T08:27:31.745Z
A00285,T04507,2013-12-28,Debit_Card,Withdrawal,81777,2026-04-17T08:27:31.745Z
A00339,T04542,2019-08-21,Cash,Deposit,19009,2026-04-17T08:27:31.745Z
A00344,T00411,2017-08-06,Debit_Card,Transfer,94579,2026-04-17T08:27:31.745Z
A00485,T02655,2020-02-24,Debit_Card,Deposit,74544,2026-04-17T08:27:31.745Z
A00763,T03089,2022-05-30,Debit_Card,Deposit,25881,2026-04-17T08:27:31.745Z
A00780,T01977,2019-03-20,Debit_Card,Withdrawal,6968,2026-04-17T08:27:31.745Z
A00969,T01645,2023-06-16,Debit_Card,Unknown,65787,2026-04-17T08:27:31.745Z
A00412,T02068,2023-08-08,Debit_Card,Deposit,77671,2026-04-17T08:27:31.745Z
A00634,T01366,2020-05-30,Credit_Card,Purchase,98951,2026-04-17T08:27:31.745Z
A00850,T02417,2018-06-11,Credit_Card,Purchase,79907,2026-04-17T08:27:31.745Z
A00002,T01494,2020-12-06,Credit_Card,Withdrawal,27762,2026-04-17T08:27:31.745Z
A00028,T04413,2020-05-02,Cash,Purchase,23832,2026-04-17T08:27:31.745Z
A00040,T03117,2013-12-16,Unknown,Purchase,49888,2026-04-17T08:27:31.745Z
A00087,T04327,2023-01-17,Debit_Card,Unknown,68481,2026-04-17T08:27:31.745Z
A00090,T01428,2016-07-21,Check,Withdrawal,97203,2026-04-17T08:27:31.745Z
A00161,T00762,2021-05-22,Credit_Card,Purchase,9595,2026-04-17T08:27:31.745Z
A00204,T01322,2013-12-01,Cash,Withdrawal,55171,2026-04-17T08:27:31.745Z
A00290,T02822,2014-12-15,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00303,T03900,2022-08-25,Check,Purchase,82352,2026-04-17T08:27:31.745Z
A00312,T00144,2017-10-19,Credit_Card,Deposit,78998,2026-04-17T08:27:31.745Z
A00327,T01580,2015-04-07,Cash,Purchase,82622,2026-04-17T08:27:31.745Z
A00333,T03142,2021-03-21,Cash,Unknown,949,2026-04-17T08:27:31.745Z
A00371,T01983,2018-10-14,Check,Deposit,54264,2026-04-17T08:27:31.745Z
A00406,T04018,2017-01-28,Check,Withdrawal,40223,2026-04-17T08:27:31.745Z
A00409,T02063,2017-01-22,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00415,T03126,1900-01-01,Debit_Card,Purchase,74192,2026-04-17T08:27:31.745Z
A00445,T01731,2015-08-26,Check,Purchase,72549,2026-04-17T08:27:31.745Z
A00462,T04310,2018-12-30,Credit_Card,Withdrawal,3156,2026-04-17T08:27:31.745Z
A00470,T02977,2019-01-26,Debit_Card,Transfer,29545,2026-04-17T08:27:31.745Z
A00493,T03806,2023-03-16,Check,Purchase,97077,2026-04-17T08:27:31.745Z
A00497,T04266,2017-07-22,Debit_Card,Withdrawal,44174,2026-04-17T08:27:31.745Z
A00504,T00950,2018-12-10,Credit_Card,Purchase,99449,2026-04-17T08:27:31.745Z
A00505,T02258,2015-03-14,Debit_Card,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00541,T01522,2021-10-09,Credit_Card,Transfer,54275,2026-04-17T08:27:31.745Z
A00582,T03556,2020-07-28,Debit_Card,Purchase,12714,2026-04-17T08:27:31.745Z
A00595,T01788,2016-11-29,Debit_Card,Unknown,11358,2026-04-17T08:27:31.745Z
A00645,T03665,2019-12-15,Debit_Card,Transfer,41758,2026-04-17T08:27:31.745Z
A00674,T00905,2023-01-01,Check,Transfer,57457,2026-04-17T08:27:31.745Z
A00699,T04085,2020-06-22,Debit_Card,Transfer,74685,2026-04-17T08:27:31.745Z
A00713,T00475,2020-07-12,Check,Purchase,81942,2026-04-17T08:27:31.745Z
A00715,T01653,2018-04-17,Cash,Withdrawal,54277,2026-04-17T08:27:31.745Z
A00721,T00926,2022-01-15,Credit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00752,T01017,2017-12-31,Cash,Withdrawal,57095,2026-04-17T08:27:31.745Z
A00815,T02823,2019-11-06,Credit_Card,Transfer,12390,2026-04-17T08:27:31.745Z
A00822,T02775,2019-08-09,Debit_Card,Deposit,78055,2026-04-17T08:27:31.745Z
A00862,T00703,2022-04-30,Debit_Card,Transfer,15187,2026-04-17T08:27:31.745Z
A00885,T03327,2019-04-19,Check,Deposit,47413,2026-04-17T08:27:31.745Z
A00895,T02367,2018-08-15,Check,Unknown,41127,2026-04-17T08:27:31.745Z
A00896,T04238,2021-04-11,Check,Unknown,60974,2026-04-17T08:27:31.745Z
A00899,T03580,2017-03-10,Credit_Card,Deposit,80625,2026-04-17T08:27:31.745Z
A00928,T00485,2019-02-17,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00971,T02654,2022-11-16,Credit_Card,Transfer,35180,2026-04-17T08:27:31.745Z
A00032,T02955,2022-10-17,Check,Transfer,49713,2026-04-17T08:27:31.745Z
A00061,T01444,2019-06-13,Unknown,Transfer,87626,2026-04-17T08:27:31.745Z
A00309,T02491,2018-11-27,Cash,Transfer,81360,2026-04-17T08:27:31.745Z
A00523,T02047,2023-06-18,Cash,Purchase,59541,2026-04-17T08:27:31.745Z
A00544,T02610,2019-02-19,Check,Purchase,90042,2026-04-17T08:27:31.745Z
A00611,T03159,2023-04-19,Credit_Card,Deposit,28335,2026-04-17T08:27:31.745Z
A00685,T03114,2023-07-14,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00712,T02680,2014-11-19,Credit_Card,Deposit,17059,2026-04-17T08:27:31.745Z
A00732,T00230,2019-11-15,Credit_Card,Purchase,79974,2026-04-17T08:27:31.745Z
A00804,T01423,2022-11-24,Debit_Card,Purchase,36553,2026-04-17T08:27:31.745Z
A00906,T03271,2023-01-16,Credit_Card,Deposit,53733,2026-04-17T08:27:31.745Z
A00056,T01695,2021-06-17,Cash,Purchase,82583,2026-04-17T08:27:31.745Z
A00549,T03258,2017-07-03,Credit_Card,Withdrawal,39785,2026-04-17T08:27:31.745Z
A00015,T03125,2017-09-29,Cash,Transfer,43299,2026-04-17T08:27:31.745Z
A00019,T02739,2018-05-22,Credit_Card,Withdrawal,34112,2026-04-17T08:27:31.745Z
A00078,T02843,2021-02-09,Debit_Card,Transfer,36534,2026-04-17T08:27:31.745Z
A00085,T03305,2020-04-05,Check,Purchase,67264,2026-04-17T08:27:31.745Z
A00129,T02204,2021-03-02,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00156,T00774,2016-04-02,Check,Unknown,49713,2026-04-17T08:27:31.745Z
A00168,T02159,2015-04-17,Credit_Card,Unknown,57630,2026-04-17T08:27:31.745Z
A00198,T03119,2022-10-04,Credit_Card,Deposit,117,2026-04-17T08:27:31.745Z
A00278,T00685,1900-01-01,Credit_Card,Purchase,67782,2026-04-17T08:27:31.745Z
A00304,T00904,2014-06-26,Debit_Card,Transfer,62100,2026-04-17T08:27:31.745Z
A00306,T01186,2021-11-14,Check,Unknown,22995,2026-04-17T08:27:31.745Z
A00372,T04482,2022-10-16,Credit_Card,Withdrawal,56770,2026-04-17T08:27:31.745Z
A00380,T04071,2023-08-18,Cash,Unknown,28407,2026-04-17T08:27:31.745Z
A00383,T01538,1900-01-01,Debit_Card,Deposit,75396,2026-04-17T08:27:31.745Z
A00457,T01756,1900-01-01,Debit_Card,Withdrawal,62609,2026-04-17T08:27:31.745Z
A00467,T03757,2022-06-09,Unknown,Transfer,29197,2026-04-17T08:27:31.745Z
A00519,T01922,1900-01-01,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00520,T02322,2019-03-30,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00538,T02702,2020-07-10,Credit_Card,Deposit,54420,2026-04-17T08:27:31.745Z
A00606,T04665,2023-02-26,Debit_Card,Withdrawal,45396,2026-04-17T08:27:31.745Z
A00642,T01986,2021-09-04,Debit_Card,Transfer,1720,2026-04-17T08:27:31.745Z
A00653,T00778,2021-05-31,Check,Purchase,98646,2026-04-17T08:27:31.745Z
A00665,T03811,1900-01-01,Cash,Purchase,39986,2026-04-17T08:27:31.745Z
A00673,T03051,2016-03-13,Debit_Card,Withdrawal,86775,2026-04-17T08:27:31.745Z
A00701,T01999,2019-12-22,Cash,Withdrawal,59876,2026-04-17T08:27:31.745Z
A00742,T02738,2016-01-14,Unknown,Withdrawal,70703,2026-04-17T08:27:31.745Z
A00749,T01178,2023-04-14,Check,Deposit,2715,2026-04-17T08:27:31.745Z
A00750,T04557,2015-08-22,Debit_Card,Transfer,34897,2026-04-17T08:27:31.745Z
A00767,T02879,2022-01-22,Credit_Card,Purchase,18631,2026-04-17T08:27:31.745Z
A00774,T01377,2018-09-01,Check,Deposit,7933,2026-04-17T08:27:31.745Z
A00791,T03590,2018-09-08,Debit_Card,Deposit,49506,2026-04-17T08:27:31.745Z
A00808,T03648,2016-12-06,Cash,Deposit,83384,2026-04-17T08:27:31.745Z
A00810,T00557,2021-11-16,Check,Purchase,86324,2026-04-17T08:27:31.745Z
A00842,T00438,2019-05-27,Check,Purchase,82624,2026-04-17T08:27:31.745Z
A00861,T02671,2014-01-01,Debit_Card,Deposit,93749,2026-04-17T08:27:31.745Z
A00871,T03436,2023-07-17,Credit_Card,Purchase,49921,2026-04-17T08:27:31.745Z
A00872,T03167,2021-10-21,Credit_Card,Withdrawal,75873,2026-04-17T08:27:31.745Z
A00935,T04368,2015-12-31,Cash,Purchase,88989,2026-04-17T08:27:31.745Z
A00959,T01264,2019-09-11,Cash,Purchase,71683,2026-04-17T08:27:31.745Z
A00964,T02413,2018-05-30,Debit_Card,Transfer,58685,2026-04-17T08:27:31.745Z
A00986,T00714,2020-06-08,Debit_Card,Withdrawal,92087,2026-04-17T08:27:31.745Z
A01000,T02622,2022-11-04,Debit_Card,Transfer,16188,2026-04-17T08:27:31.745Z
A00027,T01230,2019-05-09,Debit_Card,Transfer,22943,2026-04-17T08:27:31.745Z
A00075,T01610,2022-01-19,Debit_Card,Withdrawal,70258,2026-04-17T08:27:31.745Z
A00096,T01097,2023-02-16,Check,Transfer,20048,2026-04-17T08:27:31.745Z
A00118,T03931,2021-07-31,Unknown,Deposit,51292,2026-04-17T08:27:31.745Z
A00263,T03846,2020-03-12,Cash,Deposit,35912,2026-04-17T08:27:31.745Z
A00266,T01621,2021-09-03,Check,Purchase,56216,2026-04-17T08:27:31.745Z
A00269,T00880,2023-05-30,Check,Withdrawal,95488,2026-04-17T08:27:31.745Z
A00352,T02824,2018-09-06,Check,Deposit,13935,2026-04-17T08:27:31.745Z
A00353,T01918,2023-05-01,Credit_Card,Withdrawal,91953,2026-04-17T08:27:31.745Z
A00474,T00331,2018-11-09,Unknown,Withdrawal,70728,2026-04-17T08:27:31.745Z
A00540,T01877,2021-06-12,Debit_Card,Deposit,8739,2026-04-17T08:27:31.745Z
A00618,T03760,2022-03-25,Credit_Card,Transfer,85988,2026-04-17T08:27:31.745Z
A00696,T02353,2016-08-17,Credit_Card,Unknown,24035,2026-04-17T08:27:31.745Z
A00722,T01696,2021-05-15,Cash,Transfer,28203,2026-04-17T08:27:31.745Z
A00768,T03237,2021-04-29,Debit_Card,Withdrawal,73372,2026-04-17T08:27:31.745Z
A00775,T02629,2014-03-24,Debit_Card,Deposit,12379,2026-04-17T08:27:31.745Z
A00880,T03850,2017-03-23,Credit_Card,Purchase,57288,2026-04-17T08:27:31.745Z
A00936,T03427,2014-06-21,Check,Withdrawal,41313,2026-04-17T08:27:31.745Z
A00796,T02345,2020-09-18,Check,Deposit,68324,2026-04-17T08:27:31.745Z
A00035,T02175,2016-11-14,Check,Purchase,88279,2026-04-17T08:27:31.745Z
A00121,T02342,2016-02-12,Debit_Card,Deposit,36278,2026-04-17T08:27:31.745Z
A00179,T03631,2016-06-25,Cash,Purchase,49713,2026-04-17T08:27:31.745Z
A00182,T02939,2015-09-18,Debit_Card,Deposit,16328,2026-04-17T08:27:31.745Z
A00242,T04055,2018-08-14,Check,Transfer,38628,2026-04-17T08:27:31.745Z
A00244,T00044,2020-11-24,Unknown,Transfer,99938,2026-04-17T08:27:31.745Z
A00250,T02805,2021-02-15,Cash,Purchase,68599,2026-04-17T08:27:31.745Z
A00258,T03829,2020-09-28,Unknown,Deposit,38549,2026-04-17T08:27:31.745Z
A00279,T01711,2020-08-26,Credit_Card,Withdrawal,62431,2026-04-17T08:27:31.745Z
A00282,T01650,2022-10-17,Cash,Deposit,45358,2026-04-17T08:27:31.745Z
A00329,T04200,2020-08-16,Debit_Card,Purchase,16745,2026-04-17T08:27:31.745Z
A00332,T01094,2022-03-12,Unknown,Withdrawal,5473,2026-04-17T08:27:31.745Z
A00364,T02709,2018-12-27,Unknown,Transfer,49713,2026-04-17T08:27:31.745Z
A00366,T02084,2019-02-20,Cash,Transfer,64333,2026-04-17T08:27:31.745Z
A00377,T02908,2018-10-27,Credit_Card,Deposit,27847,2026-04-17T08:27:31.745Z
A00388,T02857,2020-05-04,Cash,Purchase,81170,2026-04-17T08:27:31.745Z
A00465,T03752,2016-04-15,Credit_Card,Withdrawal,42444,2026-04-17T08:27:31.745Z
A00517,T00497,2021-11-21,Cash,Transfer,23813,2026-04-17T08:27:31.745Z
A00524,T03223,2021-07-15,Unknown,Deposit,50356,2026-04-17T08:27:31.745Z
A00527,T00405,2021-05-12,Cash,Unknown,47352,2026-04-17T08:27:31.745Z
A00529,T01652,2020-01-05,Cash,Withdrawal,3623,2026-04-17T08:27:31.745Z
A00537,T02567,1900-01-01,Check,Deposit,75761,2026-04-17T08:27:31.745Z
A00546,T03967,2020-04-08,Debit_Card,Purchase,53109,2026-04-17T08:27:31.745Z
A00578,T02887,2016-06-05,Cash,Purchase,80553,2026-04-17T08:27:31.745Z
A00605,T02604,2022-03-13,Debit_Card,Unknown,23132,2026-04-17T08:27:31.745Z
A00610,T02938,2018-03-19,Cash,Withdrawal,74204,2026-04-17T08:27:31.745Z
A00616,T03769,2017-12-28,Check,Purchase,85006,2026-04-17T08:27:31.745Z
A00624,T00888,2020-06-05,Check,Withdrawal,50690,2026-04-17T08:27:31.745Z
A00726,T03629,2020-03-19,Debit_Card,Transfer,33460,2026-04-17T08:27:31.745Z
A00727,T02001,2015-02-23,Cash,Deposit,22322,2026-04-17T08:27:31.745Z
A00755,T01213,2022-06-16,Debit_Card,Transfer,71727,2026-04-17T08:27:31.745Z
A00764,T04044,2020-08-18,Check,Purchase,71562,2026-04-17T08:27:31.745Z
A00787,T00841,2021-04-09,Unknown,Deposit,33135,2026-04-17T08:27:31.745Z
A00827,T03564,2017-03-13,Cash,Purchase,12378,2026-04-17T08:27:31.745Z
A00868,T02897,2021-05-10,Check,Transfer,68892,2026-04-17T08:27:31.745Z
A00875,T04193,2021-01-31,Credit_Card,Purchase,18005,2026-04-17T08:27:31.745Z
A00949,T02849,2015-01-29,Cash,Deposit,9354,2026-04-17T08:27:31.745Z
A00100,T02424,2020-08-13,Cash,Deposit,54276,2026-04-17T08:27:31.745Z
A00130,T02909,2020-02-27,Unknown,Deposit,21835,2026-04-17T08:27:31.745Z
A00147,T01316,2017-10-03,Debit_Card,Unknown,54727,2026-04-17T08:27:31.745Z
A00152,T00102,2020-10-02,Credit_Card,Transfer,90460,2026-04-17T08:27:31.745Z
A00208,T03346,2018-06-26,Debit_Card,Withdrawal,93337,2026-04-17T08:27:31.745Z
A00252,T00505,2017-01-07,Credit_Card,Transfer,64992,2026-04-17T08:27:31.745Z
A00270,T01593,2015-11-27,Cash,Withdrawal,73638,2026-04-17T08:27:31.745Z
A00311,T02996,2023-07-28,Debit_Card,Deposit,94102,2026-04-17T08:27:31.745Z
A00447,T03102,2016-04-04,Credit_Card,Withdrawal,49079,2026-04-17T08:27:31.745Z
A00518,T00451,2019-10-25,Debit_Card,Purchase,17365,2026-04-17T08:27:31.745Z
A00765,T04605,2021-03-12,Unknown,Unknown,17689,2026-04-17T08:27:31.745Z
A00809,T02379,2016-08-13,Credit_Card,Purchase,3009,2026-04-17T08:27:31.745Z
A00817,T01727,2016-03-17,Credit_Card,Withdrawal,48532,2026-04-17T08:27:31.745Z
A00965,T02834,2021-01-06,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00637,T04194,2017-01-26,Credit_Card,Transfer,42511,2026-04-17T08:27:31.745Z
A00022,T01800,2023-01-22,Debit_Card,Withdrawal,89731,2026-04-17T08:27:31.745Z
A00048,T03537,2017-02-27,Credit_Card,Purchase,23660,2026-04-17T08:27:31.745Z
A00070,T01367,2018-08-06,Debit_Card,Deposit,99413,2026-04-17T08:27:31.745Z
A00074,T03940,2020-07-05,Unknown,Purchase,91270,2026-04-17T08:27:31.745Z
A00088,T03255,2019-08-14,Credit_Card,Withdrawal,62283,2026-04-17T08:27:31.745Z
A00101,T01925,2019-04-27,Debit_Card,Withdrawal,88214,2026-04-17T08:27:31.745Z
A00115,T02716,2018-08-21,Check,Withdrawal,33097,2026-04-17T08:27:31.745Z
A00124,T02914,2021-11-18,Cash,Transfer,46624,2026-04-17T08:27:31.745Z
A00136,T03569,2019-06-18,Check,Unknown,67479,2026-04-17T08:27:31.745Z
A00160,T02457,2021-07-04,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00177,T03215,2020-11-04,Debit_Card,Deposit,81646,2026-04-17T08:27:31.745Z
A00214,T03934,2023-08-17,Check,Unknown,79531,2026-04-17T08:27:31.745Z
A00232,T02454,2023-06-17,Debit_Card,Transfer,49760,2026-04-17T08:27:31.745Z
A00314,T02635,2019-12-12,Check,Deposit,73168,2026-04-17T08:27:31.745Z
A00411,T02531,2022-05-09,Cash,Withdrawal,49838,2026-04-17T08:27:31.745Z
A00434,T01311,2015-07-06,Credit_Card,Withdrawal,79052,2026-04-17T08:27:31.745Z
A00454,T04158,2015-05-20,Check,Unknown,49713,2026-04-17T08:27:31.745Z
A00512,T00870,2020-05-19,Credit_Card,Purchase,40952,2026-04-17T08:27:31.745Z
A00514,T02705,2022-07-15,Check,Withdrawal,69349,2026-04-17T08:27:31.745Z
A00543,T02169,2020-09-03,Debit_Card,Deposit,58178,2026-04-17T08:27:31.745Z
A00547,T01459,2021-02-28,Check,Deposit,90687,2026-04-17T08:27:31.745Z
A00584,T02216,2016-12-28,Cash,Deposit,2565,2026-04-17T08:27:31.745Z
A00607,T02789,2021-06-05,Cash,Purchase,52937,2026-04-17T08:27:31.745Z
A00670,T01110,2022-02-25,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00741,T04400,2015-10-12,Cash,Transfer,73468,2026-04-17T08:27:31.745Z
A00743,T01534,2019-01-23,Credit_Card,Purchase,39116,2026-04-17T08:27:31.745Z
A00746,T03090,2022-06-19,Credit_Card,Withdrawal,29026,2026-04-17T08:27:31.745Z
A00789,T04558,2023-07-26,Check,Unknown,74126,2026-04-17T08:27:31.745Z
A00797,T03297,2023-06-23,Debit_Card,Withdrawal,47111,2026-04-17T08:27:31.745Z
A00820,T00833,2022-01-06,Credit_Card,Deposit,32476,2026-04-17T08:27:31.745Z
A00839,T02394,2020-03-23,Debit_Card,Withdrawal,55254,2026-04-17T08:27:31.745Z
A00849,T03397,2023-07-28,Debit_Card,Transfer,69660,2026-04-17T08:27:31.745Z
A00887,T00226,2020-10-26,Debit_Card,Withdrawal,21964,2026-04-17T08:27:31.745Z
A00912,T01172,2019-12-16,Unknown,Transfer,80898,2026-04-17T08:27:31.745Z
A00915,T02875,2016-03-24,Cash,Withdrawal,79419,2026-04-17T08:27:31.745Z
A00953,T03291,2016-04-09,Cash,Deposit,88160,2026-04-17T08:27:31.745Z
A00988,T01898,2021-05-29,Cash,Deposit,19048,2026-04-17T08:27:31.745Z
A00014,T02616,2020-04-24,Cash,Transfer,49717,2026-04-17T08:27:31.745Z
A00068,T00864,2018-11-24,Check,Withdrawal,67726,2026-04-17T08:27:31.745Z
A00109,T01984,2021-10-15,Debit_Card,Deposit,10213,2026-04-17T08:27:31.745Z
A00480,T02041,2014-01-16,Credit_Card,Withdrawal,7045,2026-04-17T08:27:31.745Z
A00702,T01763,2015-04-08,Debit_Card,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00852,T03586,2015-05-23,Cash,Transfer,97203,2026-04-17T08:27:31.745Z
A00983,T02621,2015-12-23,Unknown,Deposit,35636,2026-04-17T08:27:31.745Z
A00417,T03328,2022-10-15,Unknown,Deposit,60673,2026-04-17T08:27:31.745Z
A00023,T02480,2019-10-18,Credit_Card,Transfer,4019,2026-04-17T08:27:31.745Z
A00041,T02968,2022-05-22,Unknown,Transfer,53011,2026-04-17T08:27:31.745Z
A00092,T02466,2019-01-26,Debit_Card,Transfer,47787,2026-04-17T08:27:31.745Z
A00098,T00233,2020-02-09,Credit_Card,Transfer,95608,2026-04-17T08:27:31.745Z
A00102,T04229,2019-11-26,Debit_Card,Transfer,91521,2026-04-17T08:27:31.745Z
A00126,T02250,2022-05-23,Debit_Card,Purchase,70267,2026-04-17T08:27:31.745Z
A00164,T00633,2022-03-18,Check,Unknown,66427,2026-04-17T08:27:31.745Z
A00178,T02264,2019-04-18,Debit_Card,Withdrawal,73297,2026-04-17T08:27:31.745Z
A00187,T02324,2019-09-07,Cash,Purchase,44394,2026-04-17T08:27:31.745Z
A00196,T00146,2021-07-04,Credit_Card,Transfer,50527,2026-04-17T08:27:31.745Z
A00233,T04304,2022-01-14,Credit_Card,Unknown,74716,2026-04-17T08:27:31.745Z
A00236,T02538,2020-06-19,Debit_Card,Withdrawal,58583,2026-04-17T08:27:31.745Z
A00277,T02558,1900-01-01,Credit_Card,Withdrawal,15564,2026-04-17T08:27:31.745Z
A00283,T02018,2016-05-26,Check,Transfer,52311,2026-04-17T08:27:31.745Z
A00313,T04020,2016-08-12,Credit_Card,Withdrawal,76387,2026-04-17T08:27:31.745Z
A00321,T03526,2021-12-25,Credit_Card,Unknown,26338,2026-04-17T08:27:31.745Z
A00328,T03575,2022-07-31,Check,Deposit,18327,2026-04-17T08:27:31.745Z
A00355,T01123,2018-06-06,Cash,Withdrawal,23290,2026-04-17T08:27:31.745Z
A00401,T03374,2022-01-29,Credit_Card,Transfer,55344,2026-04-17T08:27:31.745Z
A00446,T01900,2015-10-24,Credit_Card,Withdrawal,4992,2026-04-17T08:27:31.745Z
A00449,T00375,2021-08-07,Debit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00466,T02694,2022-12-13,Check,Deposit,58145,2026-04-17T08:27:31.745Z
A00482,T02971,2023-08-16,Cash,Withdrawal,15669,2026-04-17T08:27:31.745Z
A00484,T02021,2020-10-31,Unknown,Transfer,98056,2026-04-17T08:27:31.745Z
A00496,T03708,2018-09-21,Cash,Transfer,89993,2026-04-17T08:27:31.745Z
A00502,T00620,2014-12-24,Credit_Card,Deposit,72727,2026-04-17T08:27:31.745Z
A00507,T03018,2021-05-14,Cash,Transfer,22845,2026-04-17T08:27:31.745Z
A00572,T00460,2020-01-13,Check,Transfer,40266,2026-04-17T08:27:31.745Z
A00575,T02506,2017-06-23,Debit_Card,Purchase,34851,2026-04-17T08:27:31.745Z
A00579,T02295,2017-12-17,Check,Deposit,66705,2026-04-17T08:27:31.745Z
A00620,T02184,2020-12-16,Check,Purchase,68435,2026-04-17T08:27:31.745Z
A00632,T01843,2020-11-10,Unknown,Purchase,94951,2026-04-17T08:27:31.745Z
A00654,T00014,2019-03-12,Check,Transfer,22836,2026-04-17T08:27:31.745Z
A00691,T00202,2019-01-18,Check,Unknown,28189,2026-04-17T08:27:31.745Z
A00720,T02737,2018-10-14,Check,Deposit,12661,2026-04-17T08:27:31.745Z
A00751,T03790,2023-04-17,Credit_Card,Deposit,97996,2026-04-17T08:27:31.745Z
A00756,T02212,2021-01-04,Debit_Card,Purchase,28090,2026-04-17T08:27:31.745Z
A00807,T01054,2016-11-21,Credit_Card,Transfer,81414,2026-04-17T08:27:31.745Z
A00812,T00401,2022-06-09,Cash,Withdrawal,45316,2026-04-17T08:27:31.745Z
A00830,T01229,2020-07-30,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00832,T00687,2021-06-08,Debit_Card,Unknown,48432,2026-04-17T08:27:31.745Z
A00921,T02811,2022-08-14,Debit_Card,Deposit,23643,2026-04-17T08:27:31.745Z
